"","AGI","logFC","logCPM","LR","PValue","FDR","symbol2","full_name"
"29","AT1G56430",4.60994903446258,7.2802809025657,6245.15668532902,0,0,"ATNAS4;NAS4","ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 4;nicotianamine synthase 4"
"30","AT2G35850",4.55056043461732,5.38453893120538,4189.40817893621,0,0,NA,NA
"31","AT4G17680",4.45910545140839,4.94039105122823,3268.16509455385,0,0,NA,NA
"32","AT5G67370",4.44650561450848,6.33583356909878,4900.27036077585,0,0,"CGLD27","CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27"
"33","AT3G07720",4.43950053418134,8.96370284556025,7139.88448785958,0,0,NA,NA
"34","AT4G16370",4.2480118734969,8.80746470879531,7862.55136751728,0,0,"ATOPT3;OPT3;OPT3","oligopeptide transporter;NA;oligopeptide transporter"
"35","AT2G21640",4.06147727705043,4.55714128761485,1569.95216451021,0,0,NA,NA
"36","AT5G36890",4.0000733539863,7.56293553798476,5669.37190697228,0,0,"BGLU42","beta glucosidase 42"
"37","AT5G01600",-3.9481404936589,5.84170842271091,3355.23009313684,0,0,"ATFER1;FER1","ARABIDOPSIS THALIANA FERRETIN 1;ferretin 1"
"38","AT4G02330",3.83656076032109,6.81518077426296,4547.19322766009,0,0,"AtPME41;ATPMEPCRB;PME41","NA;NA;pectin methylesterase 41"
"39","AT4G19370",3.76713974612248,5.0025376356771,2681.73427027028,0,0,"MWL-2","MODIFYING WALL LIGNIN-2"
"40","AT5G53450",3.72014293798781,8.46542742035156,5402.07389368854,0,0,"ORG1","OBP3-responsive gene 1"
"41","AT5G13740",3.66653542209758,6.77304120347687,4535.21492230474,0,0,"ZIF1","zinc induced facilitator 1"
"42","AT5G05250",3.5236339009889,6.36066818366681,4554.96066204651,0,0,NA,NA
"43","AT1G03470",3.41215796827444,5.27827290903624,2532.82203327581,0,0,"NET3A","Networked 3A"
"44","AT2G41730",3.39659968125099,4.37151937768489,1809.88962379013,0,0,NA,NA
"45","AT1G23020",3.35270053039041,9.02452464884565,4597.57690458352,0,0,"ATFRO3;FRO3","FERRIC REDUCTION OXIDASE 3;ferric reduction oxidase 3"
"46","AT2G18193",3.17594493271324,6.67425324300911,1770.51480010137,0,0,NA,NA
"47","AT1G34760",3.1329817714495,5.85633410029843,2294.28345140434,0,0,"GF14 OMICRON;GRF11;RHS5","NA;general regulatory factor 11;ROOT HAIR SPECIFIC 5"
"48","AT5G03570",3.05275854982991,5.35813795566379,2718.34863304931,0,0,"ATIREG2;FPN2;IREG2","ARABIDOPSIS THALIANA IRON-REGULATED PROTEIN 2;FERROPORTIN 2;iron regulated 2"
"49","AT4G19680",3.02521733889239,5.93331152734144,1940.60179444869,0,0,"ATIRT2;IRT2","IRON REGULATED TRANSPORTER 2;iron regulated transporter 2"
"50","AT2G23170",3.01907578538915,4.28014465574257,1536.1230926242,0,0,"GH3.3","NA"
"51","AT3G13610",2.994828084353,9.89652862585604,2259.94567172195,0,0,"F6'H1","NA"
"52","AT1G73120",2.94958790165158,6.17330128097143,2240.47665497842,0,0,NA,NA
"53","AT3G58810",2.90878806080183,7.01370513093944,2914.60434831455,0,0,"ATMTP3;ATMTPA2;MTP3;MTPA2","ARABIDOPSIS METAL TOLERANCE PROTEIN 3;NA;METAL TOLERANCE PROTEIN 3;metal tolerance protein A2"
"54","AT3G59930",-2.87676168128261,5.23596473328947,2364.05661589986,0,0,NA,NA
"55","AT1G60960",-2.85368318423478,5.85239135762962,2622.16224644108,0,0,"ATIRT3;IRT3","IRON REGULATED TRANSPORTER 3;iron regulated transporter 3"
"56","AT5G40590",2.85144621253483,5.11782775044867,1489.36570102681,0,0,NA,NA
"57","AT2G32270",-2.83681104522621,6.03241875670217,1964.15711174404,0,0,"ZIP3","zinc transporter 3 precursor"
"58","AT1G53635",2.79874739752341,4.85991178727881,1599.45232781077,0,0,NA,NA
"59","AT3G18290",2.70488116761283,8.42156075963619,3265.02380729061,0,0,"BTS;EMB2454","BRUTUS;embryo defective 2454"
"60","AT4G04770",-2.67212297768022,5.57109731866184,2136.29896589871,0,0,"ABC1;ABCI8;ATABC1;ATNAP1;LAF6","ATP binding cassette protein 1;ATP-binding cassette I8;ATP binding cassette protein 1;ARABIDOPSIS THALIANA NUCLEOSOME ASSEMBLY PROTEIN 1;LONG AFTER FR"
"61","AT5G45070",2.66972494499579,7.45642142606104,2388.18712562562,0,0,"AtPP2-A8;PP2-A8","phloem protein 2-A8;phloem protein 2-A8"
"62","AT1G74770",2.64789436502901,8.5825833131577,2750.68564693949,0,0,"BTSL1","BRUTUS LIKE 1"
"63","AT5G22800",2.63909523012483,5.10734692861595,1899.88743212485,0,0,"EMB1030;EMB263;EMB86","EMBRYO DEFECTIVE 1030;EMBRYO DEFECTIVE 263;EMBRYO DEFECTIVE 86"
"64","AT5G51440",2.56874254644363,5.56423183041168,1821.29013124645,0,0,"HSP23.5","NA"
"65","AT5G67330",2.54609266140212,7.09730979339369,2974.34823306338,0,0,"ATNRAMP4;NRAMP4","ARABIDOPSIS THALIANA NATURAL RESISTANCE ASSOCIATED MACROPHAGE PROTEIN 4;natural resistance associated macrophage protein 4"
"66","AT1G36180",2.49936589422744,5.31312255756569,1900.07490836815,0,0,"ACC2","acetyl-CoA carboxylase 2"
"67","AT5G52640",2.48626923810976,7.29302792822456,1482.85800132694,0,0,"ATHS83;AtHsp90-1;ATHSP90.1;HSP81-1;HSP81.1;HSP83;HSP90.1","NA;HEAT SHOCK PROTEIN 90-1;heat shock protein 90.1;HEAT SHOCK PROTEIN 81-1;NA;HEAT SHOCK PROTEIN 83;heat shock protein 90.1"
"68","AT1G14185",2.4557821835161,5.77314039663037,2320.27881818736,0,0,NA,NA
"69","AT1G64980",2.44329064836093,6.68431097418312,1962.62387769717,0,0,"CDI","cadmium 2+ induced"
"70","AT1G58290",-2.43892244227481,5.15681465260388,1609.22974277226,0,0,"AtHEMA1;GluTR;HEMA1","Arabidopsis thaliana hemA 1;glutamyl-tRNA reductase;NA"
"71","AT1G05680",2.42434448570771,5.76087106174754,2056.08119229439,0,0,"UGT74E2","Uridine diphosphate glycosyltransferase 74E2"
"72","AT5G47910",2.39925092771067,8.42938140622976,3032.17096462066,0,0,"ATRBOHD;DELT1;RBOHD","NA;NA;respiratory burst oxidase homologue D"
"73","AT1G52820",-2.39380947651533,6.65255558491508,1491.46979628291,0,0,NA,NA
"74","AT1G09560",2.35360311488372,10.4769771959267,2261.39211040089,0,0,"GLP5;PDGLP1","germin-like protein 5;PLASMODESMAL GERMIN-LIKE PROTEIN 1"
"75","AT3G27580",2.35158215456132,6.02158660351346,1847.46033735919,0,0,"ATPK7;D6PKL3","NA;D6 PROTEIN KINASE LIKE 3"
"76","AT3G21240",2.23941839494146,8.59568096156556,2422.64663892904,0,0,"4CL2;AT4CL2","4-coumarate:CoA ligase 2;NA"
"77","AT3G27060",2.18423791600975,7.29318272105435,1880.55303952553,0,0,"ATTSO2;TSO2","NA;TSO MEANING 'UGLY' IN CHINESE 2"
"78","AT3G12920",2.15312284836092,5.83486693450514,1971.36133835933,0,0,"BRG3","BOI-related gene 3"
"79","AT2G42750",2.14849462640477,5.61619067483887,1816.78229447581,0,0,"DJC77","DNA J protein C77"
"80","AT5G13630",-2.14512442644335,5.86853673813155,1618.66079962084,0,0,"ABAR;CCH;CCH1;CHLH;GUN5","ABA-BINDING PROTEIN;CONDITIONAL CHLORINA;NA;H SUBUNIT OF MG-CHELATASE;GENOMES UNCOUPLED 5"
"81","AT4G08390",-2.00350133009157,6.86662778038336,1490.87475761761,0,0,"SAPX","stromal ascorbate peroxidase"
"82","AT3G53260",1.93948464460419,10.1650881584245,2036.2100595331,0,0,"ATPAL2;PAL2","NA;phenylalanine ammonia-lyase 2"
"83","AT2G35930",1.86996003340042,6.3389554091281,1683.08274648277,0,0,"AtPUB23;PUB23","NA;plant U-box 23"
"84","AT1G02500",1.84165667501426,10.9922792463415,1887.05500631104,0,0,"AtSAM1;MAT1;METK1;SAM-1;SAM1","NA;NA;NA;S-ADENOSYLMETHIONINE SYNTHETASE-1;S-adenosylmethionine synthetase 1"
"85","AT1G18910",1.8342977031709,7.30230046587337,1655.23859635826,0,0,"BTSL2","BRUTUS LIKE 2"
"86","AT3G18560",1.71975890590413,6.95644321051569,1565.41518797731,0,0,NA,NA
"87","AT2G20800",5.04024051861363,3.33249015883318,1478.84580836081,1.48219693752374e-323,5.72622083530005e-321,"NDB4","NAD(P)H dehydrogenase B4"
"88","AT4G30120",2.79612886222716,4.49335828844666,1460.36300096936,1.60551572272571e-319,6.13051574142323e-317,"ATHMA3;HMA3","A. THALIANA HEAVY METAL ATPASE 3;heavy metal atpase 3"
"89","AT1G32380",2.03445677700263,5.49820253582866,1447.22082602812,1.15176445020131e-316,4.34849315221635e-314,"PRS2","phosphoribosyl pyrophosphate (PRPP) synthase 2"
"90","AT3G06890",3.27477563091782,3.99226627074764,1427.00513766967,2.84573867302492e-312,1.06247234323315e-309,NA,NA
"91","AT5G13210",3.07350826756873,3.99480702312763,1399.61066650838,2.55288973226807e-306,9.42661547073313e-304,NA,NA
"92","AT4G35090",-1.67625820590433,8.1227246594713,1399.12833798155,3.2496987563002e-306,1.18691714792608e-303,"CAT2","catalase 2"
"93","AT2G16060",2.16128472000532,5.09282172025559,1385.72475091416,2.65755555750553e-303,9.60206256379577e-301,"AHB1;ARATH GLB1;ATGLB1;GLB1;HB1;NSHB1;Pgb1","hemoglobin 1;NA;NA;CLASS I HEMOGLOBIN;hemoglobin 1;NA;Phytoglobin 1"
"94","AT2G05830",1.69615589922846,6.86238096445654,1380.70697258451,3.27239458672873e-302,1.16977662663041e-299,"MTI1;MTI1","5-METHYLTHIORIBOSE KINASE 1;5-METHYLTHIORIBOSE-1-PHOSPHATE-ISOMERASE1"
"95","AT1G13080",-1.63316768910063,6.6004275924446,1371.83636026328,2.7700795066964e-300,9.79791700884343e-298,"CYP71B2","cytochrome P450, family 71, subfamily B, polypeptide 2"
"96","AT1G19850",2.01540128489553,6.07756962691458,1350.04476695477,1.50642868144725e-295,5.27281422437401e-293,"ARF5;IAA24;MP;MP","AUXIN RESPONSE FACTOR 5;indole-3-acetic acid inducible 24;MONOPTEROS;movement protein"
"97","AT2G04460",5.87120835789067,3.10300074954226,1347.37389158343,5.7325939277744e-295,1.98584145526882e-292,NA,NA
"98","AT2G34500",-2.00732163968058,5.19590477720323,1340.80524909218,1.53381652666877e-293,5.25911254378817e-291,"CYP710A1","cytochrome P450, family 710, subfamily A, polypeptide 1"
"99","AT4G25700",2.31449054766328,4.9151532525951,1335.54742100034,2.12984598855358e-292,7.22899847549267e-290,"B1;BCH1;BETA-OHASE 1;chy1","NA;BETA CAROTENOID HYDROXYLASE 1;beta-hydroxylase 1;NA"
"100","AT3G43670",-1.81764704241975,5.95965833463402,1333.70499851952,5.35456849281719e-292,1.79924210495643e-289,"CuAO&#947;2","COPPER AMINE OXIDASE GAMMA 2"
"101","AT3G54530",4.44126219181585,3.47329708805711,1323.31613379026,9.69021314064596e-290,3.22386675199986e-287,NA,NA
"102","AT5G25840",7.55042327472821,2.89041988592479,1313.52082062011,1.30307509309856e-287,4.292738164539e-285,NA,NA
"103","AT2G36800",5.52015756255151,2.89498646642408,1313.12662397763,1.58720577643901e-287,5.17798917474794e-285,"DOGT1;UGT73C5","don-glucosyltransferase 1;UDP-GLUCOSYL TRANSFERASE 73C5"
"104","AT1G43910",1.97567812607099,5.12956391865105,1296.55869008183,6.32509965234987e-284,2.04361537036789e-281,NA,NA
"105","AT3G53480",1.49612266846156,10.3213360094772,1284.58922225319,2.52473110734386e-281,8.07962044466367e-279,"ABCG37;ATPDR9;PDR9;PIS1","ATP-binding cassette G37;PLEIOTROPIC DRUG RESISTANCE 9;pleiotropic drug resistance 9;polar auxin transport inhibitor sensitive 1"
"106","AT3G50740",1.50452103855168,8.92144978067534,1280.61142193622,1.84780398900167e-280,5.8575386451353e-278,"UGT72E1","UDP-glucosyl transferase 72E1"
"107","AT1G49820",1.56136807699602,7.01522888274747,1243.00841885432,2.74476838461323e-272,8.61959880932464e-270,"ATMTK;MTK;MTK1","S-methyl-5-thioribose kinase;S-methyl-5-thioribose kinase;5-methylthioribose kinase 1"
"108","AT3G27570",1.54759133467103,7.21435669961371,1242.93417856309,2.8486541537901e-272,8.86300711811619e-270,NA,NA
"109","AT5G25830",1.82192564784563,5.28398004591341,1237.90706000932,3.52487144140509e-271,1.08663055205591e-268,"GATA12","GATA transcription factor 12"
"110","AT1G52120",4.03802536045269,3.94438004962883,1234.96665607331,1.53518053810814e-270,4.68955785831907e-268,NA,NA
"111","AT3G09220",-1.80823543883808,8.06429522528676,1228.921991433,3.16086130878302e-269,9.56858213493035e-267,"LAC7","laccase 7"
"112","AT1G09790",4.65689256960964,3.09514660893553,1227.79885834172,5.54483868510186e-269,1.66355062050708e-266,"COBL6","COBRA-like protein 6 precursor"
"113","AT3G13080",1.6575503632754,6.89968722926701,1214.9639029084,3.41383305728232e-266,1.01514706540532e-263,"ABCC3;ATMRP3;MRP3;MRP3","ATP-binding cassette C3;multidrug resistance-associated protein 3;MULTIDRUG RESISTANCE PROTEIN 3;multidrug resistance-associated protein 3"
"114","AT3G56360",1.50536601897614,7.51750979068096,1208.92659126663,7.0033815844131e-265,2.06427743859166e-262,NA,NA
"115","AT1G05300",-3.02326185336848,4.16521867818761,1204.01799514722,8.16728878204881e-264,2.38641076221221e-261,"ZIP5","zinc transporter 5 precursor"
"116","AT2G42250",-2.64307590409622,5.98382546781018,1199.56179249937,7.59510643324151e-263,2.2000928135326e-260,"CYP712A1","cytochrome P450, family 712, subfamily A, polypeptide 1"
"117","AT5G15960",-1.49424023999596,6.63363344812587,1192.23180369976,2.97542804695444e-261,8.54532762681737e-259,"KIN1","NA"
"118","AT1G79040",-1.68229655576457,6.05836181063896,1174.81386795857,1.81550137777168e-257,5.16987095727831e-255,"PSBR","photosystem II subunit R"
"119","AT2G36885",-3.58485770308049,3.54798101245031,1173.10301223146,4.27385815279525e-257,1.20680824916156e-254,NA,NA
"120","AT5G06320",1.95724120999111,6.92632423301468,1160.76541485391,2.05204680099178e-254,5.74607305057715e-252,"NHL3","NDR1/HIN1-like 3"
"121","AT3G47640",2.41412150126961,4.97148098717114,1142.07243944055,2.37047077037596e-250,6.58285610133662e-248,"PYE","POPEYE"
"122","AT1G17180",1.63984661642721,8.19383058163832,1130.92849287733,6.26379269500794e-248,1.72521280440702e-245,"ATGSTU25;GSTU25","glutathione S-transferase TAU 25;glutathione S-transferase TAU 25"
"123","AT2G34420",-1.74083246998258,6.78220083831384,1122.54672710992,4.15458062031482e-246,1.13497738214487e-243,"LHB1B2;LHCB1.5","photosystem II light harvesting complex gene B1B2;PHOTOSYSTEM II LIGHT HARVESTING COMPLEX GENE 1.5"
"124","AT5G52310",-2.23545338103871,5.98284674142615,1119.1859642371,2.23335368805018e-245,6.05202827627922e-243,"COR78;LTI140;LTI78;RD29A","COLD REGULATED 78;NA;LOW-TEMPERATURE-INDUCED 78;RESPONSIVE TO DESICCATION 29A"
"125","AT5G53850",1.5057474784186,6.97485414418561,1102.90240473848,7.72795182767843e-242,2.0773970985092e-239,"DEP1","DEHYDRATASE-ENOLASE-PHOSPHATASE-COMPLEX 1"
"126","AT5G24640",4.91558397811883,2.87334985328171,1097.61536072853,1.08936393024831e-240,2.90514339557173e-238,NA,NA
"127","AT5G40510",-1.93207194103622,6.31968275847554,1090.27949703593,4.28143216581964e-239,1.13279278453442e-236,NA,NA
"128","AT5G02580",2.38069064817712,4.56144699531683,1089.35282066656,6.80767146188788e-239,1.78712012861216e-236,NA,NA
"129","AT1G12110",-1.43408320430247,9.80287609459494,1084.67087612017,7.08930249174457e-238,1.84662590951629e-235,"AtNPF6.3;ATNRT1;B-1;CHL1;CHL1-1;NPF6.3;NRT1;NRT1.1","NA;ARABIDOPSIS THALIANA NITRATE TRANSPORTER 1;NA;CHLORINA 1;NA;NRT1/ PTR family 6.3;NITRATE TRANSPORTER 1;nitrate transporter 1.1"
"130","AT2G03760",1.47044265832847,6.18737055119818,1084.43185194755,7.99014602457829e-238,2.06526835936831e-235,"AtSOT1;AtSOT12;ATST1;AtSULT202A1;RAR047;SOT12;ST;ST1;SULT202A1","NA;sulphotransferase 12;ARABIDOPSIS THALIANA SULFOTRANSFERASE 1;NA;NA;sulphotransferase 12;NA;SULFOTRANSFERASE 1;sulfotransferase 202A1"
"131","AT2G28160",1.47769272525571,7.2295690785045,1082.31241376496,2.30785703582264e-237,5.91974138303147e-235,"ATBHLH029;ATBHLH29;ATFIT1;BHLH029;FIT;FIT1;FRU","BASIC HELIX-LOOP-HELIX PROTEIN 29;BASIC HELIX-LOOP-HELIX PROTEIN 29;ARABIDOPSIS FE-DEFICIENCY INDUCED TRANSCRIPTION FACTOR 1;BASIC HELIX-LOOP-HELIX PROTEIN 29;FER-LIKE IRON DEFICIENCY INDUCED TRANSCRIPTION FACTOR;FE-DEFICIENCY INDUCED TRANSCRIPTION FACTOR 1;FER-like regulator of iron uptake"
"132","AT2G29995",1.48876971688026,6.16271861907969,1080.02326661188,7.25687776945146e-237,1.8473152030993e-234,NA,NA
"133","AT1G53310",1.38414684514256,10.1142391808058,1079.95560501495,7.50681851506966e-237,1.89657229882234e-234,"ATPEPC1;ATPPC1;PEPC1;PPC1","NA;phosphoenolpyruvate carboxylase 1;PEP(PHOSPHOENOLPYRUVATE) CARBOXYLASE 1;phosphoenolpyruvate carboxylase 1"
"134","AT1G47405",11.9835116416287,2.32526804848957,1068.75337678953,2.04290830517702e-234,5.12282125899689e-232,NA,NA
"135","AT3G01600",3.59540942245934,3.16523834200959,1065.11378235546,1.26274637138765e-233,3.14302248676798e-231,"anac044;NAC044","NAC domain containing protein 44;NAC domain containing protein 44"
"136","AT4G30170",-1.47513934022683,8.61697116408367,1063.4700856469,2.87458443907287e-233,7.10233722953873e-231,NA,NA
"137","AT4G33070",1.57626895233602,6.1038777680671,1044.45070542714,3.91284165730984e-229,9.59702958897265e-227,"AtPDC1;PDC1","NA;pyruvate decarboxylase 1"
"138","AT1G77120",2.32072790986939,5.14498636977282,1036.46984689085,2.12410575843994e-227,5.17204360109411e-225,"ADH;ADH1;ATADH;ATADH1","ALCOHOL DEHYDROGENASE;alcohol dehydrogenase 1;ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE;NA"
"139","AT1G77280",1.38694452756701,6.36888501090373,1014.79912704514,1.09016578926285e-222,2.63537775905109e-220,NA,NA
"140","AT5G04950",1.39380130381046,9.16018847002046,1006.07314413883,8.59383938550786e-221,2.06264422165597e-218,"ATNAS1;NAS1","ARABIDOPSIS THALIANA NICOTIANAMINE SYNTHASE 1;nicotianamine synthase 1"
"141","AT4G12910",1.40377838213654,6.58567303002557,1003.62619646738,2.92457595339792e-220,6.96961710539552e-218,"scpl20","serine carboxypeptidase-like 20"
"142","AT4G36700",9.74729560766585,2.36759085368796,999.761844021808,2.02317023728232e-219,4.78750466994088e-217,NA,NA
"143","AT2G39730",-1.6639966486908,5.28313096735325,992.624806360623,7.20067273773254e-218,1.69200703030272e-215,"RCA","rubisco activase"
"144","AT2G36530",1.30520656474755,11.4616695202246,990.994944715902,1.62798035202504e-217,3.79884692977398e-215,"ENO2;LOS2","enolase 2;LOW EXPRESSION OF OSMOTICALLY RESPONSIVE GENES 2"
"145","AT2G37180",-1.58425707754028,6.72418770967804,990.659066427274,1.92600613078599e-217,4.46328675908074e-215,"PIP2;3;PIP2C;RD28","PLASMA MEMBRANE INTRINSIC PROTEIN 2;3;PLASMA MEMBRANE INTRINSIC PROTEIN 2C;RESPONSIVE TO DESICCATION 28"
"146","AT2G47520",4.47412287254277,2.78721090887055,989.812504707724,2.9421951486519e-217,6.7714822866439e-215,"AtERF71;ERF71;HRE2","Arabidopsis thaliana ethylene response factor 71;ethylene response factor 71;HYPOXIA RESPONSIVE ERF (ETHYLENE RESPONSE FACTOR) 2"
"147","AT1G01190",-2.52634760709216,4.34753124024724,988.789447829018,4.90963898078376e-217,1.12226999341698e-214,"CYP78A8","cytochrome P450, family 78, subfamily A, polypeptide 8"
"148","AT1G71400",1.61366367965205,6.66171702185484,982.396172660524,1.20430741007968e-215,2.73426605361469e-213,"AtRLP12;RLP12","receptor like protein 12;receptor like protein 12"
"149","AT3G51670",1.4560648507669,7.07002075338428,981.878107021033,1.56080336724735e-215,3.51987347290238e-213,"PATL6","NA"
"150","AT3G06390",-1.85296141244815,5.62873545662891,969.117702395685,9.26978330212898e-213,2.07655505678759e-210,"CASPL1D2","CASP-like protein 1D2"
"151","AT3G48450",1.7665524818823,5.60667115676231,960.948036080577,5.53254051476991e-211,1.23115514157151e-208,NA,NA
"152","AT4G29905",-1.40021567521606,6.49604546292347,959.908020137047,9.31098978382056e-211,2.0583413073417e-208,NA,NA
"153","AT2G38823",3.19121018665458,3.88817080639468,957.338842539898,3.36873182212806e-210,7.39843965275472e-208,NA,NA
"154","AT4G23700",-2.03389131604699,5.77637865309319,952.30786900474,4.17897940606999e-209,9.11831597420544e-207,"ATCHX17;CHX17","cation/H+ exchanger 17;cation/H+ exchanger 17"
"155","AT2G16660",1.47613899214458,6.57675733269226,944.653554507853,1.92722417320052e-207,4.17797333341186e-205,NA,NA
"156","AT4G17340",-1.6467458612888,9.15573221138619,943.550684054647,3.34711504948429e-207,7.20959999312635e-205,"DELTA-TIP2;TIP2;2","NA;tonoplast intrinsic protein 2;2"
"157","AT2G45400",1.36393341973575,6.38689031213392,940.325366786578,1.68182714155451e-206,3.59953857391814e-204,"BEN1","BRI1-5 ENHANCED 1"
"158","AT3G08590",1.288388878507,8.89039903164848,936.755681539757,1.00404416537111e-205,2.13530962308861e-203,"iPGAM2","2,3-biphosphoglycerate-independent phosphoglycerate mutase 2"
"159","AT3G21270",2.12296931710963,4.51752790270626,935.473672582319,1.90736705017807e-205,4.03090236604299e-203,"ADOF2;DOF2","DOF zinc finger protein 2;DOF zinc finger protein 2"
"160","AT4G39980",1.36985242727622,8.24188717919018,933.015536059966,6.52802742119725e-205,1.37096735879419e-202,"AtDAHP1;DAHP1;DHS1","NA;3-DEOXY-D-ARABINO-HEPTULOSONATE-7-PHOSPHATE 1;3-deoxy-D-arabino-heptulosonate 7-phosphate synthase 1"
"161","AT1G21140",-5.78634908794631,2.48927722737429,931.18981188148,1.62801109460181e-204,3.39779060874596e-202,"AtVTL1;VTL1","NA;Vacuolar Iron Transporter-Like 1"
"162","AT2G37130",-2.76235824053524,9.41890482522923,930.969694473097,1.81763415296279e-204,3.77013227208985e-202,NA,NA
"163","AT4G14710",1.27368379316963,7.62455782900415,930.622779528406,2.16231448191687e-204,4.45755160867304e-202,"ATARD2","NA"
"164","AT1G32870",1.71830441937774,5.06439856824966,906.59902086895,3.60810098572894e-199,7.39264690990632e-197,"ANAC013;ANAC13;NAC13","Arabidopsis NAC domain containing protein 13;NAC domain protein 13;NAC domain protein 13"
"165","AT4G29900",1.29871995769233,7.62968582976582,906.515206017933,3.76269381971959e-199,7.66266895334652e-197,"ACA10;ATACA10;CIF1","autoinhibited Ca(2+)-ATPase 10;NA;COMPACT INFLORESCENCE 1"
"166","AT5G07010",2.47604342547546,4.96769512352316,900.032212150284,9.65646564603894e-198,1.95467806408555e-195,"ATST2A;ST2A","ARABIDOPSIS THALIANA SULFOTRANSFERASE 2A;sulfotransferase 2A"
"167","AT3G46900",1.85544272290955,7.44790040184867,898.801904982422,1.78760839028546e-197,3.59683934912407e-195,"COPT2","copper transporter 2"
"168","AT5G06900",-2.95884179315511,3.77423320868506,885.958260553596,1.10752294187857e-194,2.21517773172641e-192,"CYP93D1","cytochrome P450, family 93, subfamily D, polypeptide 1"
"169","AT5G47870",1.39709668408421,6.13863487209966,879.74673604065,2.48137554896891e-193,4.93367936073688e-191,"ODB2;RAD52-2;RAD52-2B","Organellar DNA-Binding protein 2;radiation sensitive 52-2;NA"
