BraA03004235,AT3G21230.1,82.995,1676,261,3,13,1664,10,1685,0.0,1746
BraA03004236,AT1G51690.1,76.316,114,15,2,1,102,1,114,1.05e-16,86.0
BraA03004237,AT3G21270.1,78.915,645,79,10,1,618,1,615,6.46e-158,556
BraA03004239,AT3G21320.1,78.928,1661,216,18,1,1569,1,1619,0.0,1458
BraA05001661,AT5G36160.1,87.648,1263,156,0,1,1263,1,1263,0.0,1575
BraA03004240,AT3G21330.1,85.648,648,75,5,331,975,490,1122,0.0,744
BraA03004241,AT3G21340.1,86.971,2694,338,4,1,2686,1,2689,0.0,3270
BraA03004242,AT3G21352.1,83.796,216,26,1,9,224,12,218,9.58e-62,235
BraA03004243,AT3G21400.1,84.283,579,76,4,1,576,1,567,3.32e-180,630
BraA03004244,AT3G21410.1,74.800,1127,251,7,1,1106,88,1202,0.0,751
BraA03004245,AT3G21460.1,84.466,309,48,0,1,309,1,309,1.24e-93,342
BraA03004246,AT3G21460.1,89.320,309,33,0,1,309,1,309,1.01e-113,408
BraA03004247,AT3G27060.1,81.522,92,17,0,82,173,868,959,1.85e-17,89.7
BraA03004248,AT3G21490.1,82.452,416,64,2,1,413,1,410,2.20e-117,421
BraA03004249,AT3G21500.2,87.410,1668,204,2,1,1668,226,1887,0.0,2058
BraA05001662,AT5G36120.1,88.724,337,38,0,202,538,184,520,3.81e-122,437
BraA03004250,AT3G29680.1,71.195,795,197,10,17,789,479,1263,3.14e-106,385
BraA03004251,AT3G21530.1,88.101,1353,137,5,1,1341,1,1341,0.0,1714
BraA03004252,AT3G21580.1,86.005,1179,138,3,1,1155,1,1176,0.0,1393
BraA03004253,AT3G21600.1,69.135,959,241,13,1,933,94,1023,1.17e-106,387
BraA03004254,AT3G21610.1,86.553,528,59,2,1,519,1,525,0.0,634
BraA03004255,AT3G21620.1,88.350,2266,261,1,1,2266,1,2263,0.0,2895
BraA03004256,AT3G21680.1,70.278,360,56,3,1,309,1,360,9.52e-51,199
BraA03004257,AT5G50840.1,79.757,494,73,7,82,563,133,611,5.12e-121,434
BraA03004258,AT3G21690.1,84.368,1369,211,1,1,1366,1,1369,0.0,1503
BraA03004259,AT3G21700.3,81.973,882,123,5,1,849,1,879,0.0,884
BraA05001663,AT5G35980.1,87.118,2849,268,13,22,2795,43,2867,0.0,3514
BraA03004260,AT3G21710.2,86.111,648,72,3,1,642,1,636,0.0,765
BraA03004262,AT3G21720.1,91.623,1731,145,0,1,1731,1,1731,0.0,2468
BraA03004263,AT3G21760.1,81.619,1458,260,2,1,1450,1,1458,0.0,1420
BraA03004264,AT3G21760.1,74.915,1463,320,9,1,1426,1,1453,0.0,985
BraA03004265,AT3G21790.1,72.702,1425,338,5,1,1374,1,1425,0.0,839
BraA03004266,AT3G21865.1,85.029,855,119,3,1,849,1,852,0.0,960
BraA03004267,AT3G29040.1,69.436,674,176,11,26,696,17,663,8.88e-70,264
BraA03004268,AT3G29040.1,69.740,770,199,12,27,782,12,761,4.62e-85,315
BraA05001664,AT5G35910.1,82.554,2631,378,17,1,2586,1,2595,0.0,2672
BraA03004270,AT2G36170.1,93.540,387,25,0,1,387,1,387,8.14e-167,585
BraA03004271,AT2G36160.1,88.940,434,46,1,1,432,1,434,2.98e-160,563
BraA03004272,AT3G29040.1,69.868,760,212,7,27,779,12,761,3.10e-87,322
BraA03004273,AT3G22110.1,86.731,309,41,0,1,309,238,546,7.46e-103,372
BraA03004274,AT3G22120.1,73.107,766,125,23,139,832,247,1003,1.31e-117,423
BraA03004276,AT3G22160.1,74.790,119,30,0,31,149,163,281,5.54e-15,80.6
BraA03004277,AT3G22190.1,73.112,543,59,9,1,471,742,1269,7.22e-99,360
BraA03004278,AT4G11850.1,80.417,1440,219,8,19,1401,91,1524,0.0,1346
BraA03004279,AT3G22190.1,82.592,1281,145,10,1,1215,1,1269,0.0,1330
BraA05001567,AT2G29900.1,78.496,758,154,3,1,755,1,752,9.15e-179,627
BraA05001665,AT5G35840.1,87.833,3337,394,4,18,3354,12,3336,0.0,4181
BraA03004280,AT4G15000.1,85.784,408,58,0,1,408,1,408,1.12e-133,475
BraA03004289,AT3G22290.1,91.029,1059,83,2,1,1047,1,1059,0.0,1483
BraA03004290,AT3G22300.1,87.675,357,44,0,305,661,356,712,9.19e-125,446
BraA03004291,AT3G22320.1,88.907,613,66,2,10,621,7,618,0.0,792
BraA03004292,AT3G22370.1,81.458,1084,136,12,1,1041,4,1065,0.0,1054
BraA03004293,AT3G22380.2,79.727,2491,325,26,7,2410,2263,4660,0.0,2260
BraA03004294,AT3G22420.1,87.380,1149,115,5,37,1164,115,1254,0.0,1424
BraA03004295,AT3G22480.2,84.397,423,60,1,13,435,31,447,6.21e-131,466
BraA03004296,AT3G22500.1,76.418,776,169,6,1,769,1,769,6.68e-159,560
BraA03004297,AT3G22520.1,75.271,1662,278,12,105,1656,165,1803,0.0,1211
BraA03004298,AT4G30090.1,82.222,180,20,3,123,299,381,551,8.90e-44,178
BraA05001667,AT5G35620.1,84.565,609,70,5,1,597,1,597,0.0,673
BraA03004299,AT3G22540.1,86.103,331,40,2,1,325,1,331,3.53e-107,387
BraA03004300,AT3G22550.1,81.404,812,109,7,1,788,1,794,0.0,791
BraA03004302,AT3G22600.1,86.301,511,55,2,1,496,1,511,2.72e-174,610
BraA03004303,AT3G22620.1,84.304,618,91,1,1,618,1,612,0.0,679
BraA03004304,AT3G22650.1,76.829,1148,213,9,18,1158,18,1119,0.0,879
BraA03004305,AT3G22660.1,78.516,903,165,8,1,896,1,881,0.0,744
BraA03004306,AT3G22670.1,86.595,373,47,1,3,375,1320,1689,4.98e-125,446
BraA03004307,AT3G22670.1,81.455,1704,271,7,1,1674,1,1689,0.0,1658
BraA03004308,AT3G22680.1,82.174,460,82,0,12,471,27,486,2.97e-129,461
BraA05001668,AT5G35220.1,84.751,1705,189,14,1,1692,1,1647,0.0,1903
BraA03004309,AT3G22780.1,79.720,572,80,3,1337,1872,1517,2088,9.77e-149,527
BraA03004310,AT3G22830.1,80.223,718,104,7,22,702,496,1212,0.0,657
BraA03004311,AT3G22840.1,89.736,341,35,0,334,674,244,584,5.13e-128,457
BraA03004312,AT3G22845.1,88.245,621,73,0,33,653,18,638,0.0,791
BraA03004313,AT3G22890.1,83.810,1433,174,8,1,1425,1,1383,0.0,1555
BraA03004314,AT3G22930.1,91.630,454,38,0,12,465,69,522,0.0,648
BraA03004315,AT1G28190.1,79.032,434,79,3,94,524,115,539,4.59e-102,370
BraA03004316,AT3G22942.1,91.694,301,25,0,4,304,1,301,3.07e-120,430
BraA03004317,AT1G23280.1,86.502,526,71,0,1,526,1,526,1.73e-179,628
BraA03004318,AT3G22960.1,88.452,1550,176,1,148,1697,244,1790,0.0,1986
BraA05001669,AT3G24535.1,81.250,496,84,2,1,493,1,490,1.40e-133,475
BraA03004319,AT3G22970.1,74.978,1115,156,14,1,998,1,1109,0.0,801
BraA03004320,AT3G23030.1,85.741,526,64,5,1,516,1,525,1.75e-170,598
BraA03004322,AT3G30370.1,67.138,283,87,2,224,500,191,473,3.20e-16,87.8
BraA03004323,AT3G23050.1,87.022,732,77,4,1,714,1,732,0.0,890
BraA03004324,AT1G62740.1,77.778,90,20,0,178,267,1069,1158,8.22e-13,73.4
BraA03004325,AT3G23060.1,76.127,377,76,6,956,1322,1028,1400,1.54e-68,260
BraA03004326,AT1G63580.1,75.354,706,153,4,68,758,107,806,1.01e-137,489
BraA03004327,AT1G67520.1,78.967,794,155,6,73,859,29,817,0.0,663
BraA03004328,AT3G23140.1,78.343,531,88,9,1,516,1,519,7.95e-118,423
BraA05001670,AT4G13330.1,84.300,1293,173,6,1,1269,1,1287,0.0,1416
BraA03004329,AT3G23170.1,79.279,333,39,9,532,843,1,324,1.24e-73,277
BraA03004330,AT3G23180.1,83.486,654,105,1,1,651,1,654,0.0,691
BraA03004331,AT3G23250.1,80.585,479,84,3,8,483,380,852,9.77e-123,439
BraA03004332,AT3G23300.1,89.016,1839,181,4,1,1821,1,1836,0.0,2406
BraA03004333,AT3G23380.1,77.759,589,89,7,6,564,6,582,1.29e-134,479
BraA03004334,AT3G23390.1,92.138,318,25,0,1,318,1,318,1.89e-129,461
BraA03004335,AT3G23410.1,84.024,2147,334,2,1,2138,1,2147,0.0,2325
BraA03004336,AT3G23440.1,76.944,360,50,5,1,360,1,327,1.20e-75,282
BraA03004337,AT3G23510.1,81.972,2607,449,9,1,2604,1,2589,0.0,2562
BraA03004338,AT3G23605.1,72.727,385,87,4,72,447,84,459,1.51e-56,219
BraA05001671,AT3G57390.1,83.146,178,24,1,1,172,1,178,5.37e-47,187
BraA03004339,AT1G66390.1,79.452,292,57,1,126,417,462,750,1.95e-67,255
BraA03004340,AT3G23770.1,86.447,1424,193,0,13,1436,1,1424,0.0,1698
BraA03004341,AT3G23790.1,87.575,2181,235,6,1,2157,1,2169,0.0,2717
BraA03004343,AT3G23810.1,88.546,1458,167,0,1,1458,1,1458,0.0,1876
BraA03004344,AT3G15670.1,88.997,309,34,0,4,312,370,678,1.25e-112,405
BraA03004345,AT3G23820.1,86.436,1386,170,2,1,1371,1,1383,0.0,1660
BraA03004346,AT3G23870.1,88.889,1008,109,1,1,1005,1,1008,0.0,1312
BraA03004347,AT3G24050.1,74.535,860,132,18,1,815,7,824,2.03e-159,562
BraA03004348,AT3G24090.1,87.932,2055,215,4,1,2043,1,2034,0.0,2599
BraA05001672,AT4G13450.1,82.733,666,106,3,1,663,1,660,0.0,677
BraA03004349,AT3G24120.1,84.922,902,103,7,1,884,1,887,0.0,1012
BraA03004350,AT3G24130.1,79.067,1008,190,2,1,987,1,1008,0.0,877
BraA03004351,AT3G24140.1,86.198,1123,98,9,9,1095,18,1119,0.0,1337
BraA03004352,AT3G24160.1,84.253,1105,137,7,1,1078,1,1095,0.0,1211
BraA03004353,AT3G24170.1,89.355,1503,142,2,1,1488,1,1500,0.0,1997
BraA03004354,AT1G34290.1,66.553,293,90,4,357,645,156,444,2.17e-13,77.0
BraA03004355,AT3G24250.1,74.817,409,70,6,1,379,1,406,5.60e-74,277
BraA03004356,AT3G23990.1,90.943,1358,118,3,250,1607,381,1733,0.0,1885
BraA03004357,AT3G23980.1,81.915,2151,276,25,26,2082,14,2145,0.0,2114
BraA03004358,AT4G13560.1,75.410,122,30,0,55,176,163,284,8.77e-17,86.0
BraA03004359,AT3G23920.1,84.558,1742,206,7,1,1694,1,1727,0.0,1954
BraA03004363,AT3G24290.1,85.629,1503,204,2,1,1503,1,1491,0.0,1739
BraA03004364,AT3G24310.1,82.114,369,58,3,1,368,442,803,1.67e-99,361
BraA03004366,AT1G48520.2,72.855,641,145,6,1,619,1,634,8.38e-102,370
BraA03004367,AT3G24315.1,84.286,840,92,4,1,803,42,878,0.0,939
BraA03004368,AT3G24340.1,76.873,2603,520,17,631,3201,847,3399,0.0,1977
BraA05001674,AT4G13510.1,86.079,1487,207,0,16,1502,4,1490,0.0,1748
BraA03004369,AT3G24350.1,81.599,1038,167,4,7,1020,7,1044,0.0,1014
BraA03004370,AT3G24360.1,86.557,1272,156,2,1,1272,1,1257,0.0,1528
BraA03004371,AT5G11360.1,70.968,496,118,10,71,547,89,577,4.56e-58,224
BraA03004372,AT3G24450.1,90.544,423,40,0,1,423,1,423,3.11e-166,583
BraA03004373,AT3G24460.1,89.924,1181,106,3,1,1179,1,1170,0.0,1591
BraA03004374,AT1G73480.1,81.000,200,29,1,1,191,359,160,2.48e-49,194
BraA03004375,AT1G08730.1,90.604,1309,96,1,86,1367,50,1358,0.0,1826
BraA03004376,AT3G24480.1,83.482,1344,207,5,3,1334,6,1346,0.0,1415
BraA03004378,AT3G24490.1,78.068,1035,170,11,1,1017,1,996,0.0,845
BraA05001675,AT4G00930.1,63.514,444,75,8,1034,1402,2498,2929,6.23e-24,113
BraA03004379,AT3G24503.1,88.210,1408,164,2,18,1424,99,1505,0.0,1784
BraA03004380,AT3G24515.1,76.082,1317,186,19,1,1284,1,1221,0.0,985
BraA03004381,AT3G54670.3,87.052,1784,195,3,1849,3599,1891,3671,0.0,2195
BraA03004382,AT3G24520.1,78.883,412,51,5,78,453,237,648,4.03e-99,361
BraA03004384,AT3G24570.1,85.311,708,74,1,1,678,1,708,0.0,830
BraA03004386,AT2G20120.1,77.591,772,155,3,1,757,1,769,1.04e-175,616
BraA03004387,AT3G24620.1,88.393,1568,155,4,172,1715,1,1565,0.0,2013
BraA03004388,AT3G24650.1,83.633,2224,233,21,1,2154,1,2163,0.0,2394
BraA03004389,AT3G24660.1,83.631,2016,309,5,11,2017,17,2020,0.0,2145
BraA03004390,AT5G61210.1,80.556,396,75,2,1,395,406,800,6.98e-99,360
BraA03004391,AT5G07880.1,75.000,208,40,3,235,442,55,250,4.02e-32,138
BraA03004393,AT3G18480.1,92.479,585,44,0,1,585,1486,2070,0.0,857
BraA03004394,AT3G24715.1,79.370,1619,203,10,1357,2910,1774,3326,0.0,1487
BraA03004395,AT3G24730.1,79.176,437,91,0,22,458,43,479,2.62e-104,378
BraA03004397,AT3G24800.1,87.399,619,78,0,443,1061,530,1148,0.0,765
BraA03004398,AT3G24810.1,72.890,616,105,12,1,600,1,570,9.32e-99,360
BraA05001677,AT4G13530.1,74.003,777,106,18,367,1074,64,813,9.39e-140,497
BraA03004399,AT3G24870.1,83.843,4970,605,29,7,4838,19,4928,0.0,5391
BraA03004400,AT3G25040.1,90.867,646,59,0,1,646,1,646,0.0,899
BraA03004401,AT3G25060.1,83.116,1765,298,0,1,1765,25,1789,0.0,1840
BraA03004402,AT1G60090.1,69.161,989,247,8,1,936,1,984,6.64e-118,425
BraA03004403,AT3G25070.1,79.109,651,97,10,1,627,1,636,2.79e-156,551
BraA03004404,AT3G25100.1,84.783,1794,258,5,1,1782,1,1791,0.0,1995
BraA03004405,AT3G25110.1,83.288,1101,140,7,1,1070,1,1088,0.0,1164
BraA03004406,AT3G25140.1,85.284,1692,222,6,1,1677,1,1680,0.0,1927
BraA03004407,AT3G25160.1,88.875,818,91,0,1,818,1,818,0.0,1065
BraA03004408,AT3G25180.1,84.387,1550,232,6,1,1542,1,1548,0.0,1687
BraA05001678,AT4G13850.1,82.235,349,59,1,1,349,1,346,1.00e-95,349
BraA03004409,AT3G25190.1,89.394,660,70,0,1,660,1,660,0.0,875
BraA03004410,AT3G25220.1,89.677,465,45,1,1,465,1,462,1.37e-177,621
BraA03004411,AT3G25230.1,87.097,1643,212,0,1,1643,1,1643,0.0,2008
BraA03004412,AT3G25240.1,77.933,861,163,6,1,849,1,846,0.0,693
BraA03004413,AT3G25260.1,83.580,1553,243,4,1,1547,1,1547,0.0,1644
BraA03004414,AT3G25260.1,84.383,1556,228,5,1,1550,1,1547,0.0,1701
BraA03004415,AT3G25470.1,85.419,919,120,5,1,918,1,906,0.0,1043
BraA03004416,AT3G25480.1,78.298,811,152,5,1,805,1,793,0.0,668
BraA03004417,AT3G25500.1,77.989,3321,451,34,5,3225,8,3148,0.0,2792
BraA03004418,AT4G12790.1,81.290,791,145,1,1,791,1,788,0.0,758
BraA05001679,AT4G14080.1,86.030,1403,193,1,1,1403,1,1400,0.0,1645
BraA03004419,AT3G25520.1,88.229,909,104,1,1,909,1,906,0.0,1155
BraA03004420,AT3G25520.1,89.097,908,96,1,1,908,1,905,0.0,1189
BraA03004421,AT2G04050.1,84.137,1431,227,0,1,1431,1,1431,0.0,1557
BraA03004422,AT1G53350.1,73.124,893,215,7,1,888,1,873,6.84e-147,520
BraA03004423,AT2G04160.1,87.483,2229,279,0,42,2270,87,2315,0.0,2762
BraA03004424,AT2G04240.1,80.573,489,62,6,1,456,1,489,3.38e-128,457
BraA03004425,AT2G04350.2,87.887,2097,254,0,55,2151,67,2163,0.0,2637
BraA03004426,AT2G04400.1,87.280,1195,128,5,33,1209,21,1209,0.0,1469
BraA03004427,AT2G04410.1,84.946,186,25,1,304,489,7,189,3.37e-53,208
BraA03004428,AT1G54410.1,88.552,297,25,3,1,288,1,297,1.59e-104,378
BraA05001680,AT4G14100.1,84.702,621,95,0,1,621,1,621,0.0,691
BraA03004429,AT2G04515.1,78.571,378,66,3,6,371,3,377,1.13e-85,316
BraA03004430,AT5G35680.1,84.475,438,68,0,1,438,1,438,2.33e-136,484
BraA03004431,AT2G04530.1,84.942,943,142,0,115,1057,121,1063,0.0,1061
BraA03004432,AT2G04540.1,89.921,1389,137,1,1,1389,1,1386,0.0,1873
BraA03004433,AT2G04550.1,86.428,781,94,4,1,778,1,772,0.0,924
BraA03004434,AT2G04570.1,88.196,1059,119,1,1,1059,1,1053,0.0,1348
BraA03004435,AT4G23220.1,80.590,881,140,4,1,858,211,1083,0.0,829
BraA03004436,AT2G04740.1,89.566,738,77,0,922,1659,1000,1737,0.0,984
BraA03004437,AT2G04780.1,83.140,777,113,4,1,771,1,765,0.0,809
BraA03004438,AT2G04790.2,83.434,495,79,1,1,495,1,492,3.58e-147,522
BraA05001681,AT3G23690.1,70.957,606,107,7,316,855,514,1116,6.58e-90,331
BraA03004439,AT1G58055.1,75.510,98,24,0,1,98,1,98,9.03e-12,69.8
BraA03004440,AT1G58055.1,76.531,98,23,0,1,98,1,98,7.42e-13,73.4
BraA03004441,AT2G04795.1,86.806,288,26,3,1,276,1,288,8.97e-95,345
BraA03004442,AT2G04842.1,88.526,1839,208,1,571,2409,118,1953,0.0,2363
BraA03004443,AT2G04850.1,87.456,1140,137,2,70,1206,73,1209,0.0,1407
BraA03004444,AT2G04860.1,80.995,2131,339,4,1,2119,1,2077,0.0,2058
BraA03004445,AT2G04865.1,82.200,2045,296,14,7,2026,1,2002,0.0,2046
BraA03004446,AT5G41480.1,83.288,365,53,1,43,407,592,948,7.06e-107,387
BraA03004447,AT2G04865.1,85.535,159,23,0,1,159,1138,1296,3.70e-46,183
BraA03004448,AT2G04865.1,77.035,479,75,10,1,457,1537,2002,2.99e-97,354
BraA05001682,AT5G01630.1,80.396,3030,411,21,185,3064,362,3358,0.0,2857
BraA03004449,AT5G41480.1,80.203,197,30,2,251,446,760,948,1.33e-44,179
BraA03004450,AT2G04880.2,78.875,1316,185,16,1,1262,1,1277,0.0,1131
BraA03004451,AT5G35750.1,77.204,2847,570,13,383,3156,682,3522,0.0,2221
BraA03004452,AT2G04940.1,80.562,1209,172,13,13,1197,10,1179,0.0,1119
BraA03004456,AT2G05100.1,91.855,798,65,0,1,798,1,798,0.0,1146
BraA03004457,AT2G05120.1,85.005,3928,455,16,1,3864,1,3858,0.0,4477
BraA03004458,AT2G05160.1,84.104,1623,225,7,1,1602,1,1611,0.0,1763
BraA03004459,AT2G05250.1,80.828,2149,298,18,1,2074,1,2110,0.0,2040
BraA03004460,AT2G05320.1,76.250,480,91,4,1,458,1,479,3.01e-97,354
BraA03004461,AT2G05320.1,83.505,873,135,1,1,864,421,1293,0.0,930
BraA03004462,AT2G05440.2,79.646,113,20,1,16,128,70,179,2.32e-20,98.7
BraA03004463,AT2G05520.2,74.883,426,77,9,1,405,1,417,7.05e-73,273
BraA03004464,AT2G05540.1,78.293,410,62,4,1,386,1,407,1.29e-94,345
BraA03004465,AT2G05590.2,85.198,581,65,2,268,842,343,908,0.0,670
BraA03004466,AT2G05620.1,83.623,403,54,2,1,394,1,400,1.16e-120,432
BraA03004467,AT2G05630.1,91.061,358,32,0,1,358,1,358,7.06e-142,502
BraA03004468,AT2G05710.1,91.177,2879,242,2,110,2988,107,2973,0.0,4049
BraA03004469,AT2G05755.1,86.085,1193,145,1,7,1199,19,1190,0.0,1418
BraA03004470,AT2G05760.1,89.003,1564,170,2,1,1563,1,1563,0.0,2039
BraA03004471,AT2G07690.1,90.110,2184,216,0,1,2184,1,2184,0.0,2966
BraA03004472,AT2G07560.1,87.228,2850,364,0,1,2850,1,2850,0.0,3499
BraA03004473,AT2G07050.1,87.544,2280,209,2,1,2205,1,2280,0.0,2890
BraA03004474,AT2G07020.1,75.665,2104,397,19,13,2045,22,2081,0.0,1505
BraA03004475,AT5G35320.1,70.946,444,94,8,30,442,24,463,2.62e-55,215
BraA03004476,AT2G06850.1,86.195,297,38,1,1,294,1,297,1.32e-95,349
BraA03004477,AT2G06530.1,91.593,678,57,0,1,678,1,678,0.0,966
BraA03004478,AT2G06210.1,90.629,3244,271,8,1,3229,1,3226,0.0,4473
BraA05001569,AT1G21230.1,71.795,156,42,2,643,797,1690,1844,2.89e-13,77.0
BraA05001685,AT5G57350.1,79.412,170,29,2,43,206,1702,1871,1.20e-34,145
BraA03004479,AT2G05990.1,88.699,1168,120,4,1,1162,1,1162,0.0,1505
BraA03004480,AT2G05990.1,88.784,1168,116,4,1,1159,1,1162,0.0,1512
BraA03004481,AT2G11520.1,82.442,1515,212,7,10,1473,19,1530,0.0,1550
BraA03004482,AT3G58950.1,77.670,103,23,0,77,179,305,407,1.37e-15,82.4
BraA03004483,AT2G05840.1,89.879,741,75,0,1,741,1,741,0.0,998
BraA03004484,AT2G11890.1,79.621,633,111,2,1,615,1,633,3.56e-161,567
BraA03004485,AT2G11910.1,79.907,214,34,1,1,205,1,214,1.52e-49,196
BraA03004486,AT2G12400.1,85.333,1500,217,1,153,1652,123,1619,0.0,1712
BraA03004487,AT2G12462.1,84.267,750,115,1,1,747,1,750,0.0,820
BraA03004488,AT5G42240.1,81.556,1350,231,4,70,1401,73,1422,0.0,1310
BraA03004491,AT1G72270.2,72.823,1240,256,16,78,1269,12,1218,0.0,719
BraA03004492,AT2G12550.1,82.038,1698,260,9,1,1662,1,1689,0.0,1687
BraA03004493,AT2G12646.1,87.776,769,73,2,1,748,1,769,0.0,973
BraA03004494,AT2G13360.1,90.879,1206,110,0,1,1206,1,1206,0.0,1680
BraA03004495,AT2G13350.1,85.844,1215,151,6,1,1212,1,1197,0.0,1407
BraA03004496,AT2G13440.1,89.003,1855,180,5,1,1831,1,1855,0.0,2425
BraA03004497,AT2G13540.1,89.478,2547,259,1,1,2538,1,2547,0.0,3389
BraA05001687,AT3G01085.1,89.216,204,19,3,5,207,875,1076,7.46e-69,259
BraA03004498,AT5G21274.1,74.286,175,43,2,4,177,259,432,4.46e-22,105
BraA03004499,AT2G13570.1,84.977,639,69,6,1,612,1,639,0.0,717
BraA03004500,AT2G13600.1,80.749,2109,379,7,1,2097,1,2094,0.0,1966
BraA03004501,AT2G13610.1,80.506,1185,168,5,1,1128,1,1179,0.0,1130
BraA03004503,AT1G53570.2,87.003,1208,121,10,596,1779,632,1827,0.0,1458
BraA03004504,AT2G13810.1,88.467,1370,158,0,1,1370,1,1370,0.0,1759
BraA03004505,AT2G13810.1,85.933,1109,135,1,136,1244,283,1370,0.0,1312
BraA03004506,AT2G13790.1,84.578,1835,256,5,17,1833,38,1863,0.0,2035
BraA05001688,AT4G20520.1,75.814,215,52,0,340,554,1,215,1.31e-36,154
BraA03004508,AT2G13820.1,85.771,506,63,5,23,525,11,510,2.03e-163,574
BraA03004509,AT1G58410.1,73.799,874,223,4,12,882,6,876,3.87e-150,531
BraA03004510,AT2G13840.1,83.050,1292,195,3,5,1272,14,1305,0.0,1352
BraA03004511,AT2G14045.1,87.571,354,41,1,367,720,19,369,1.47e-122,439
BraA03004512,AT5G20620.1,72.329,365,89,6,10,371,31,386,7.86e-47,187
BraA03004513,AT2G14050.1,90.630,1921,180,0,1,1921,1,1921,0.0,2654
BraA03004514,AT3G20130.1,74.354,1548,337,13,34,1562,37,1543,0.0,998
BraA03004515,AT2G14095.1,85.043,702,102,1,1,699,4,705,0.0,791
